clean,corrupted,correct_token,incorrect_token,transitive_verb,intransitive_verb,template,template_text
As the student sighed the man who shouted too loud,As the student warned the man who shouted too loud,was,for,warned,sighed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the student helped the doctor who waited outside,After the student nodded the doctor who waited outside,for,was,helped,nodded,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the student nodded the doctor who waited outside,After the student helped the doctor who waited outside,was,for,helped,nodded,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the criminal supported the writer who paid the bill,As the criminal wandered the writer who paid the bill,for,was,supported,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the criminal wandered the writer who paid the bill,As the criminal supported the writer who paid the bill,was,for,supported,wandered,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
While the criminal ignored the teacher who forgot the keys,While the criminal blinked the teacher who forgot the keys,for,was,ignored,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the criminal blinked the teacher who forgot the keys,While the criminal ignored the teacher who forgot the keys,was,for,ignored,blinked,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the sailor frightened the clerk who missed the train,When the sailor hesitated the clerk who missed the train,for,was,frightened,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the sailor hesitated the clerk who missed the train,When the sailor frightened the clerk who missed the train,was,for,frightened,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the doctor mocked the neighbor who broke the rule,While the doctor departed the neighbor who broke the rule,for,was,mocked,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the doctor departed the neighbor who broke the rule,While the doctor mocked the neighbor who broke the rule,was,for,mocked,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the student photographed the child who answered late,When the student sighed the child who answered late,for,was,photographed,sighed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student sighed the child who answered late,When the student photographed the child who answered late,was,for,photographed,sighed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the pilot called the driver who left early,As the pilot slept the driver who left early,for,was,called,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the pilot slept the driver who left early,As the pilot called the driver who left early,was,for,called,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the artist fired the student who spoke too softly,When the artist wandered the student who spoke too softly,for,was,fired,wandered,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the artist wandered the student who spoke too softly,When the artist fired the student who spoke too softly,was,for,fired,wandered,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the tourist frightened the neighbor who left early,After the tourist hesitated the neighbor who left early,for,was,frightened,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the tourist hesitated the neighbor who left early,After the tourist frightened the neighbor who left early,was,for,frightened,hesitated,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the criminal visited the child who waited outside,While the criminal shouted the child who waited outside,for,was,visited,shouted,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the criminal shouted the child who waited outside,While the criminal visited the child who waited outside,was,for,visited,shouted,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the chef mocked the child who called the office,While the chef arrived the child who called the office,for,was,mocked,arrived,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the chef arrived the child who called the office,While the chef mocked the child who called the office,was,for,mocked,arrived,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the scientist rescued the driver who missed the train,After the scientist paused the driver who missed the train,for,was,rescued,paused,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the scientist paused the driver who missed the train,After the scientist rescued the driver who missed the train,was,for,rescued,paused,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the student insulted the doctor who wrote a letter,As the student slept the doctor who wrote a letter,for,was,insulted,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the student slept the doctor who wrote a letter,As the student insulted the doctor who wrote a letter,was,for,insulted,slept,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
While the tourist punished the tourist who made a mistake,While the tourist departed the tourist who made a mistake,for,was,punished,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the tourist departed the tourist who made a mistake,While the tourist punished the tourist who made a mistake,was,for,punished,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the pilot shot the tourist who lost the ticket,After the pilot danced the tourist who lost the ticket,for,was,shot,danced,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the pilot danced the tourist who lost the ticket,After the pilot shot the tourist who lost the ticket,was,for,shot,danced,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the sailor rescued the woman who called the office,After the sailor wandered the woman who called the office,for,was,rescued,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the sailor wandered the woman who called the office,After the sailor rescued the woman who called the office,was,for,rescued,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the detective betrayed the doctor who shouted too loud,When the detective danced the doctor who shouted too loud,for,was,betrayed,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the detective danced the doctor who shouted too loud,When the detective betrayed the doctor who shouted too loud,was,for,betrayed,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the lawyer chased the neighbor who paid the bill,As the lawyer relaxed the neighbor who paid the bill,for,was,chased,relaxed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the lawyer relaxed the neighbor who paid the bill,As the lawyer chased the neighbor who paid the bill,was,for,chased,relaxed,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
After the student attacked the teacher who shouted too loud,After the student laughed the teacher who shouted too loud,for,was,attacked,laughed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the student laughed the teacher who shouted too loud,After the student attacked the teacher who shouted too loud,was,for,attacked,laughed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
As the chef photographed the driver who called the office,As the chef shouted the driver who called the office,for,was,photographed,shouted,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the chef shouted the driver who called the office,As the chef photographed the driver who called the office,was,for,photographed,shouted,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the chef greeted the child who waited outside,When the chef danced the child who waited outside,for,was,greeted,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the chef danced the child who waited outside,When the chef greeted the child who waited outside,was,for,greeted,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the farmer pulled the tourist who waited outside,When the farmer danced the tourist who waited outside,for,was,pulled,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the farmer danced the tourist who waited outside,When the farmer pulled the tourist who waited outside,was,for,pulled,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the teacher hired the clerk who left early,After the teacher collapsed the clerk who left early,for,was,hired,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher collapsed the clerk who left early,After the teacher hired the clerk who left early,was,for,hired,collapsed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher photographed the writer who left early,After the teacher nodded the writer who left early,for,was,photographed,nodded,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher nodded the writer who left early,After the teacher photographed the writer who left early,was,for,photographed,nodded,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the student mocked the doctor who forgot the keys,When the student stumbled the doctor who forgot the keys,for,was,mocked,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student stumbled the doctor who forgot the keys,When the student mocked the doctor who forgot the keys,was,for,mocked,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
While the pilot called the child who forgot the keys,While the pilot relaxed the child who forgot the keys,for,was,called,relaxed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the pilot relaxed the child who forgot the keys,While the pilot called the child who forgot the keys,was,for,called,relaxed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
After the teacher punished the driver who paid the bill,After the teacher sighed the driver who paid the bill,for,was,punished,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher sighed the driver who paid the bill,After the teacher punished the driver who paid the bill,was,for,punished,sighed,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the student punished the teacher who wrote a letter,While the student slept the teacher who wrote a letter,for,was,punished,slept,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the student slept the teacher who wrote a letter,While the student punished the teacher who wrote a letter,was,for,punished,slept,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the detective escorted the chef who called the office,When the detective departed the chef who called the office,for,was,escorted,departed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the detective departed the chef who called the office,When the detective escorted the chef who called the office,was,for,escorted,departed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the soldier insulted the clerk who shouted too loud,After the soldier arrived the clerk who shouted too loud,for,was,insulted,arrived,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the soldier arrived the clerk who shouted too loud,After the soldier insulted the clerk who shouted too loud,was,for,insulted,arrived,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the soldier mocked the man who made a mistake,When the soldier departed the man who made a mistake,for,was,mocked,departed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the soldier departed the man who made a mistake,When the soldier mocked the man who made a mistake,was,for,mocked,departed,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the soldier greeted the gardener who told bad jokes,When the soldier nodded the gardener who told bad jokes,for,was,greeted,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the soldier nodded the gardener who told bad jokes,When the soldier greeted the gardener who told bad jokes,was,for,greeted,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the driver mocked the singer who lost the ticket,When the driver nodded the singer who lost the ticket,for,was,mocked,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the driver nodded the singer who lost the ticket,When the driver mocked the singer who lost the ticket,was,for,mocked,nodded,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher chased the student who missed the train,When the teacher hesitated the student who missed the train,for,was,chased,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the teacher hesitated the student who missed the train,When the teacher chased the student who missed the train,was,for,chased,hesitated,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the tourist rescued the teacher who lost the ticket,As the tourist hesitated the teacher who lost the ticket,for,was,rescued,hesitated,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the tourist hesitated the teacher who lost the ticket,As the tourist rescued the teacher who lost the ticket,was,for,rescued,hesitated,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
When the student questioned the doctor who broke the rule,When the student stumbled the doctor who broke the rule,for,was,questioned,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the student stumbled the doctor who broke the rule,When the student questioned the doctor who broke the rule,was,for,questioned,stumbled,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the pilot grabbed the chef who lost the ticket,When the pilot danced the chef who lost the ticket,for,was,grabbed,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the pilot danced the chef who lost the ticket,When the pilot grabbed the chef who lost the ticket,was,for,grabbed,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the teacher insulted the neighbor who broke the rule,After the teacher wandered the neighbor who broke the rule,for,was,insulted,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the teacher wandered the neighbor who broke the rule,After the teacher insulted the neighbor who broke the rule,was,for,insulted,wandered,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
While the sailor hired the student who made a mistake,While the sailor departed the student who made a mistake,for,was,hired,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the sailor departed the student who made a mistake,While the sailor hired the student who made a mistake,was,for,hired,departed,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the teacher ignored the man who wrote a letter,While the teacher waited the man who wrote a letter,for,was,ignored,waited,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
While the teacher waited the man who wrote a letter,While the teacher ignored the man who wrote a letter,was,for,ignored,waited,garden_npz_v-trans_mod,While the {subj} {verb} the {obj} who {rel}
When the scientist called the chef who shouted too loud,When the scientist danced the chef who shouted too loud,for,was,called,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the scientist danced the chef who shouted too loud,When the scientist called the chef who shouted too loud,was,for,called,danced,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
After the detective arrested the writer who shouted too loud,After the detective paused the writer who shouted too loud,for,was,arrested,paused,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
After the detective paused the writer who shouted too loud,After the detective arrested the writer who shouted too loud,was,for,arrested,paused,garden_npz_v-trans_mod,After the {subj} {verb} the {obj} who {rel}
When the doctor warned the neighbor who called the office,When the doctor paused the neighbor who called the office,for,was,warned,paused,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
When the doctor paused the neighbor who called the office,When the doctor warned the neighbor who called the office,was,for,warned,paused,garden_npz_v-trans_mod,When the {subj} {verb} the {obj} who {rel}
As the sailor photographed the teacher who paid the bill,As the sailor panicked the teacher who paid the bill,for,was,photographed,panicked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
As the sailor panicked the teacher who paid the bill,As the sailor photographed the teacher who paid the bill,was,for,photographed,panicked,garden_npz_v-trans_mod,As the {subj} {verb} the {obj} who {rel}
